"","lsoa11","samhi_dec","area_population_density_density_number_of_persons_per_hectare_measures_value","imd_score","single_hc"
"29718","E01030500",2,12.6,4.842211,0.2247934
"29719","E01030501",4,3.8,7.284718,0.211838
"29720","E01030502",5,2.8,11.25901,0.25
"29721","E01030503",7,4.1,18.96203,0.2552448
"29722","E01030504",3,5.5,5.00876,0.2804878
"29723","E01030505",4,18.3,7.55872,0.2666667
"29724","E01030506",2,21.7,1.436786,0.1646091
"29725","E01030507",3,4.2,2.591743,0.253493
"29726","E01030508",2,3.6,3.368274,0.1949318
"29727","E01030509",3,23,4.748207,0.3737958
"29728","E01030510",3,16.5,2.541308,0.2154341
"29729","E01030511",4,23.1,2.950572,0.1834862
"29730","E01030512",5,28.4,4.617381,0.3087349
"29731","E01030513",1,41.4,3.910078,0.1903846
"29732","E01030514",3,34.9,3.483053,0.3270736
"29733","E01030515",6,2.5,11.084,0.3256083
"29734","E01030516",8,29.3,15.12204,0.4642857
"29735","E01030517",2,6.1,2.496891,0.2429022
"29736","E01030518",2,22.6,0.9481049,0.1930147
"29737","E01030519",4,20.6,7.590467,0.2379421
"29738","E01030520",5,19.6,8.015916,0.3465649
"29739","E01030521",4,3.4,7.765847,0.2777778
"29740","E01030522",3,24.8,1.79793,0.2022901
"29741","E01030523",4,19.5,2.470013,0.3283302
"29742","E01030524",6,2,16.51776,0.3820336
"29743","E01030525",3,2.4,4.306302,0.2690513
"29744","E01030526",3,19.9,4.727411,0.25
"29745","E01030527",5,1,7.788752,0.2688822
"29746","E01030528",4,0.9,11.02872,0.2696817
"29747","E01030529",4,1.3,8.103901,0.252924
"29748","E01030530",3,0.7,10.67868,0.193159
"29749","E01030531",6,1.6,14.17727,0.2667398
"29750","E01030532",4,43.1,4.961741,0.3004695
"29751","E01030533",3,13.8,3.452202,0.2263056
"29752","E01030534",8,10.7,10.35095,0.4970845
"29753","E01030535",6,22.7,6.187959,0.3566085
"29754","E01030536",7,25.6,5.947439,0.3562341
"29755","E01030537",8,7.9,6.911669,0.3395973
"29756","E01030538",5,54.2,7.450595,0.3395954
"29757","E01030539",3,23.7,7.15015,0.2492795
"29758","E01030540",2,5.8,1.479478,0.1621622
"29759","E01030541",2,22.7,1.273467,0.1650485
"29760","E01030542",1,41.4,2.338774,0.214433
"29761","E01030543",2,3.4,3.228924,0.2450331
"29762","E01030544",5,1.4,8.784276,0.2659409
"29763","E01030545",5,39.8,4.699333,0.3107914
"29764","E01030546",5,14.9,14.89601,0.2827688
"29765","E01030547",7,49.4,25.95056,0.3002915
"29766","E01030548",3,4.4,14.92024,0.2609309
"29767","E01030549",2,29.8,12.09857,0.342615
"29768","E01030550",7,26.1,16.14536,0.5229645
"29769","E01030551",7,25.3,21.63724,0.3201754
"29770","E01030552",8,46.9,8.634008,0.4882353
"29771","E01030553",6,16.6,14.56251,0.3676845
"29772","E01030554",2,2.3,5.468301,0.1812081
"29773","E01030555",2,0.4,12.35158,0.2029412
"29774","E01030556",5,1.8,8.422988,0.300995
"29775","E01030557",6,0.7,13.2958,0.2179657
"29776","E01030558",6,2.3,4.640404,0.2854031
"29777","E01030559",3,18,6.963222,0.2564612
"29778","E01030560",5,34,6.691842,0.4371728
"29779","E01030561",6,14,3.611421,0.3248731
"29780","E01030562",3,35.6,9.788126,0.3333333
"29781","E01030563",3,11.6,5.911522,0.127451
"29782","E01030564",1,54.2,5.671268,0.1957364
"29783","E01030565",3,4.3,14.87674,0.2645503
"29784","E01030566",1,16,6.129409,0.1709091
"29785","E01030567",2,1.8,9.166492,0.2
"29786","E01030568",1,14.4,5.237535,0.1602113
"29787","E01030569",2,6.3,17.47272,0.235122
"29788","E01030570",2,6.8,13.38443,0.2659409
"29789","E01030571",3,7.1,7.029643,0.185
"29790","E01030572",4,22.1,14.51401,0.3084862
"29791","E01030573",2,26.7,5.84981,0.2851182
"29792","E01030574",2,46,5.906727,0.2823366
"29793","E01030575",5,47.1,10.66411,0.3825641
"29794","E01030576",4,39.3,10.85336,0.2394578
"29795","E01030577",4,20.6,7.7152,0.3419619
"29796","E01030578",7,43.6,21.6802,0.3109656
"29797","E01030579",9,31.1,16.14002,0.3731343
"29798","E01030580",3,20,6.767448,0.223822
"29799","E01030581",3,7,4.875318,0.1866126
"29800","E01030582",3,53.5,7.501767,0.2523901
"29801","E01030583",5,5.3,5.623043,0.1654676
"29802","E01030584",3,12.7,3.902014,0.177673
"29803","E01030585",4,36.2,3.946033,0.1802233
"29804","E01030586",5,32.9,14.77228,0.2278287
"29805","E01030587",6,43.1,13.00419,0.2736318
"29806","E01030588",9,37.4,27.30314,0.3094463
"29807","E01030589",1,6.5,2.631204,0.1439628
"29808","E01030590",2,3.9,5.444633,0.2256757
"29809","E01030591",3,6.8,9.46952,0.2620818
"29810","E01030592",2,4.1,9.675584,0.3475682
"29811","E01030593",2,21.3,3.952206,0.2861953
"29812","E01030594",3,32.4,11.12463,0.2471591
"29813","E01030595",2,35.4,6.266769,0.2868988
"29814","E01030596",3,27.8,3.692201,0.1505792
"29815","E01030597",1,74,2.464504,0.2061688
"29816","E01030598",6,2.3,12.00368,0.2672811
"29817","E01030599",9,48.6,36.40911,0.4119403
"29818","E01030600",7,15.3,14.17104,0.2504146
"29819","E01030601",7,25.7,20.73247,0.2571912
"29820","E01030602",5,46.4,5.736531,0.256338
"29821","E01030603",2,35.4,2.995601,0.1712204
"29822","E01030604",1,15.4,4.357396,0.2531447
"29823","E01030605",2,34.9,5.383607,0.1799242
"29824","E01030606",1,18.9,1.915904,0.2051282
"29825","E01030607",1,15.9,4.691703,0.1916168
"29826","E01030608",7,57.5,21.73959,0.3202726
"29827","E01030609",6,38.9,24.87337,0.2495756
"29828","E01030610",5,31.1,12.92197,0.3241252
"29829","E01030611",5,43.8,8.349231,0.2698268
"29830","E01030612",3,12.4,10.07704,0.3485618
"29831","E01030613",2,58.4,13.2735,0.3504673
"29832","E01030614",2,30.5,4.754536,0.1716172
"29833","E01030615",8,75.7,24.30293,0.3430769
"29834","E01030616",2,27.7,3.342985,0.2934307
"29835","E01030617",3,41.8,6.959582,0.2826399
"29836","E01030618",4,62.8,13.82372,0.3111111
"29837","E01030619",6,51.5,25.33708,0.3685897
"29838","E01030620",2,12.8,4.172291,0.3497475
"29839","E01030621",4,38.2,11.37708,0.3400621
"29840","E01030622",7,59.9,9.27021,0.3118557
"29841","E01030623",4,4.5,4.580661,0.3207965
"29842","E01030624",4,22.4,4.343897,0.2772467
"29843","E01030625",2,4.8,6.50925,0.1914894
"29844","E01030626",2,5,3.64983,0.300905
"29845","E01030627",2,41,3.145906,0.4491726
"29846","E01030628",3,1.1,9.96377,0.2388592
"29847","E01030629",4,3,10.72249,0.2918288
"29848","E01030630",3,35.6,9.301291,0.2114467
"29849","E01030631",5,19.8,12.74008,0.2927581
"29850","E01030632",2,3.7,3.624227,0.231203
"29851","E01030633",4,24.3,14.88225,0.2836879
"29852","E01030634",4,26.8,20.08327,0.2621528
"29853","E01030635",3,7,7.386114,0.2877138
"29854","E01030636",3,29.5,5.962383,0.1804009
"29855","E01030637",2,12.6,2.558213,0.1266376
"29856","E01030638",1,25,1.84237,0.2126246
"29857","E01030639",6,1.5,6.31456,0.3653251
"29858","E01030640",6,64.3,20.59408,0.4113573
"29859","E01030641",2,33.1,5.116101,0.2352
"29860","E01030642",3,36.6,4.840414,0.2615385
"29861","E01030643",5,24,12.90454,0.3800322
"29862","E01030644",2,17.6,6.086364,0.1841584
"29863","E01030645",8,59.9,22.10429,0.4434687
"29864","E01030646",2,51.1,5.887805,0.3609914
"29865","E01030647",3,10.7,8.901729,0.3813893
"29866","E01030648",5,34.6,8.039165,0.2484076
"29867","E01030649",4,19,12.31291,0.3977695
"29868","E01030650",7,33.9,22.27022,0.2736031
"29869","E01030651",2,14.5,9.289808,0.252669
"29870","E01030652",4,38.1,10.94935,0.3135593
"29871","E01030653",4,34.8,20.96467,0.3728278
"29872","E01030654",2,13.3,6.999296,0.2636656
"29873","E01030655",1,13.5,6.305445,0.3023256
"29874","E01030656",3,7.7,16.1892,0.2261905
"29875","E01030657",5,35.3,23.18921,0.345679
"29876","E01030658",1,5.7,14.47945,0.4742547
"29877","E01030659",3,28,9.612135,0.3677069
"29878","E01030660",2,26.2,6.624631,0.2215269
"29879","E01030661",3,14.4,3.726501,0.2391629
"29880","E01030662",2,12.8,11.15992,0.2339374
"29881","E01030663",3,32.5,17.94017,0.3037383
"29882","E01030664",4,41.3,19.12955,0.3597734
"29883","E01030665",3,33.8,13.35523,0.275641
"29884","E01030666",1,30.1,6.696173,0.2968961
"29885","E01030667",6,32.3,11.29141,0.4913449
"29886","E01030668",1,13.9,6.418533,0.3912543
"29887","E01030669",1,54.8,7.059984,0.2420701
"29888","E01030670",1,25.3,3.167388,0.1653061
"29889","E01030671",1,34.7,3.728259,0.2995283
"29890","E01030672",2,14.9,3.945929,0.2332066
"29891","E01030673",3,1.8,5.689855,0.286385
"29892","E01030674",6,43.9,13.38085,0.4316436
"29893","E01030675",4,44.8,9.565926,0.3144424
"29894","E01030676",7,40.8,23.90048,0.3064516
"29895","E01030677",4,2,13.62945,0.2836041
"29896","E01030678",8,15.7,14.35008,0.3859348
"29897","E01030679",2,1.5,7.222729,0.175
"29898","E01030680",2,12.7,1.818034,0.2350158
"29899","E01030681",5,19.2,13.46785,0.2646154
"29900","E01030682",3,32.1,6.248055,0.231068
"29901","E01030683",3,7.9,7.419936,0.2486388
"29902","E01030684",5,23.7,12.41166,0.3317972
"29903","E01030685",1,3.1,4.516177,0.223092
"29904","E01030686",1,8.5,7.813308,0.2580645
"29905","E01030687",1,7.3,6.746014,0.26294
"29906","E01030688",2,20.4,8.202602,0.2665563
"29907","E01030689",1,10.9,2.909413,0.2730435
"29908","E01030690",2,8.8,5.759554,0.2854985
"29909","E01030691",1,7,2.794466,0.1833333
"29910","E01030692",1,1.4,5.149967,0.2510288
"29911","E01030693",5,34.1,5.412789,0.2406312
"29912","E01030694",5,47.6,13.76714,0.2584906
"29913","E01030695",4,12.3,2.990016,0.1895161
"29914","E01030696",4,18.9,6.264656,0.266129
"29915","E01030697",2,63.8,5.185458,0.2707355
"29916","E01030698",4,61.8,7.854641,0.2351145
"29917","E01030699",3,34.7,12.01712,0.2822967
"29918","E01030700",4,55.1,10.35353,0.3521851
"29919","E01030701",2,57,7.605618,0.2592
"29920","E01030702",7,67.3,21.83708,0.3496933
"29921","E01030703",3,32.8,6.943664,0.2519936
"29922","E01030704",6,51.3,7.717371,0.3369397
"29923","E01030705",2,23.1,6.226166,0.2410575
"29924","E01030706",3,53.3,5.932689,0.2278481
"29925","E01030707",2,23.4,11.4497,0.264095
"29926","E01030708",2,57.5,7.493329,0.2006472
"29927","E01030709",2,15.6,20.19691,0.2064057
"29928","E01030710",3,67.1,23.31491,0.2515432
"29929","E01030711",4,60,22.53805,0.2445141
"29930","E01030712",5,39,8.136583,0.2293578
"29931","E01030713",4,66.5,6.929645,0.2678937
"29932","E01030714",4,26.8,9.544456,0.2058824
"29933","E01030715",3,61.8,5.947163,0.2416667
"29934","E01030716",3,71.7,8.304573,0.227656
"29935","E01030717",4,17.4,12.00117,0.3616438
"29936","E01030718",3,31.7,6.644543,0.2213439
"29937","E01030719",7,12.3,16.4741,0.2746365
"29938","E01030720",3,17.2,7.009204,0.2854914
"29939","E01030721",6,3.7,13.27176,0.2568659
"29940","E01030722",6,12.4,6.926894,0.2393293
"29941","E01030723",7,15.5,6.088734,0.2106969
"29942","E01030724",9,26.6,15.03552,0.3106646
"29943","E01030725",2,22.9,12.14729,0.3252859
"29944","E01030726",2,42,3.265604,0.1677116
"29945","E01030727",2,52.6,5.63399,0.3515081
"29946","E01030728",2,23.7,4.669135,0.2572614
"29947","E01030729",3,21.6,10.98789,0.2215088
"29948","E01030730",6,6.1,6.994254,0.2950192
"29949","E01030731",6,43,3.437736,0.2425033
"29950","E01030732",6,9.5,7.510858,0.3425254
"29951","E01030733",8,30.6,8.419454,0.4220297
"29952","E01030734",1,16,9.333696,0.1923775
"29953","E01030735",2,5.2,12.30858,0.2701493
"29954","E01030736",5,26,11.63455,0.4397012
"29955","E01030737",4,34.4,13.96842,0.3979442
"29956","E01030738",6,39.5,14.95389,0.3613933
"29957","E01030739",7,47.1,16.66716,0.3217391
"29958","E01030740",5,49.7,16.46123,0.3624161
"29959","E01030741",4,57.2,10.23016,0.2171254
"29960","E01030742",5,65.5,5.586174,0.2938272
"29961","E01030743",3,24.9,13.96663,0.344086
"29962","E01030744",8,46.4,30.35519,0.5130332
"29963","E01030745",3,7.6,21.43638,0.2045061
"29964","E01030746",4,29.2,22.23186,0.2691083
"29965","E01030747",2,5.2,14.05095,0.2345455
"29966","E01030748",2,41.2,10.36535,0.2391629
"29967","E01030749",5,32.5,16.68378,0.2648026
"29968","E01030750",4,63.8,15.89991,0.2394822
"29969","E01030751",4,64.9,11.19379,0.2970904
"29970","E01030752",6,46.3,20.27419,0.2878049
"29971","E01030753",2,28,4.404739,0.3176944
"29972","E01030754",2,25.7,3.023205,0.256
"29973","E01030755",2,10.2,12.08865,0.2707809
"29974","E01030756",2,29.1,3.421613,0.2207207
"29975","E01030757",2,17.7,5.242799,0.3022222
"29976","E01030758",7,3.4,5.757892,0.2095672
"29977","E01030759",7,23.5,13.07136,0.3737931
"29978","E01030760",3,3.5,3.132193,0.2373225
"29979","E01030761",6,7.9,5.362907,0.1930435
"29980","E01030762",2,18.4,3.415053,0.2326531
"29981","E01030763",3,0.7,11.88647,0.2337917
"29982","E01030764",3,1.9,6.046352,0.2470356
"29983","E01030765",7,32,12.79174,0.2945092
"29984","E01030766",8,21.2,8.271181,0.3126888
"29985","E01030767",7,52,12.3756,0.2331691
"29986","E01030768",7,24.4,7.767684,0.202729
"29987","E01030769",2,31.6,1.725684,0.1526316
"29988","E01030770",4,23,2.236708,0.2548701
"29989","E01030771",3,46.5,2.429331,0.1793814
"29990","E01030772",4,22.4,9.381837,0.2857143
"29991","E01030773",3,19.3,2.678832,0.1863469
"29992","E01030774",4,40.5,3.966456,0.2316384
"29993","E01030775",3,25.4,1.4582,0.1816547
"29994","E01030776",4,31,1.139943,0.1883117
"29995","E01030777",3,48,2.181434,0.2199688
"29996","E01030778",1,40.1,2.218174,0.2334683
"29997","E01030779",2,34.5,0.9767989,0.2563758
"29998","E01030780",1,8.5,3.33762,0.2315951
"29999","E01030781",4,12,6.838219,0.24375
"30000","E01030782",4,19.3,7.645137,0.2746586
"30001","E01030783",3,6.7,4.523918,0.2248428
"30002","E01030784",3,4.2,8.904751,0.1892902
"30003","E01030785",5,13.9,8.673375,0.3078125
"30004","E01030786",8,10.7,20.79486,0.3328912
"30005","E01030787",7,19.2,16.57139,0.1988636
"30006","E01030788",7,23,23.23256,0.1765914
"30007","E01030789",3,14,4.747849,0.1725979
"30008","E01030790",4,41.1,3.16685,0.2368024
"30009","E01030791",3,35.8,2.746822,0.1819596
"30010","E01030792",3,16.8,4.072715,0.1402439
"30011","E01030793",9,12.8,23.23372,0.2894737
"30012","E01030794",5,55,10.62572,0.2838499
"30013","E01030795",6,38.9,6.042217,0.384375
"30014","E01030796",2,24.6,3.626703,0.1819923
"30015","E01030797",3,28.2,3.695619,0.177264
"30016","E01030798",2,20.2,3.535196,0.1316271
"30017","E01030799",2,22.4,2.710475,0.1417166
"30018","E01030800",3,14.2,6.428231,0.3190272
"30019","E01030801",7,18.1,15.53087,0.2225705
"30020","E01030802",3,28.3,6.635544,0.235119
"30021","E01030803",5,23.3,9.37134,0.2240854
"30022","E01030804",4,23.1,4.348704,0.1871257
"30023","E01030805",9,27.4,20.65952,0.2227723
"30024","E01030806",1,5.3,3.240167,0.1415441
"30025","E01030807",2,4.8,5.313538,0.1862745
"30026","E01030808",2,1.9,2.281851,0.2460568
"30027","E01030809",1,5.5,5.018852,0.3048212
"30028","E01030810",1,6,3.92294,0.1568266
"30029","E01030811",1,3.3,3.864488,0.2043551
"30030","E01030812",5,1,18.03031,0.28594
"30031","E01030813",4,2.7,10.52721,0.297546
"30032","E01030814",6,1.6,14.54099,0.2283298
"30033","E01030815",4,1.6,16.39679,0.2719735
"30034","E01030816",3,1,13.75053,0.2413793
"30035","E01030817",3,1.8,5.92011,0.2405498
"30036","E01030818",6,44.7,10.5494,0.3007663
"30037","E01030819",5,1.8,14.42185,0.2758621
"30038","E01030820",4,3.7,7.164528,0.1785714
"30039","E01030821",4,1.9,7.164689,0.242228
"30040","E01030822",3,1,7.071456,0.1828909
"30041","E01030823",3,2.5,6.790018,0.2026538
"30042","E01030824",9,21.7,20.48894,0.3039216
"30043","E01030825",5,2.4,10.66286,0.3114478
"30044","E01030826",5,20.7,10.67676,0.2028219
"30045","E01030827",5,1.5,14.9135,0.2022838
"30046","E01030828",2,4.1,4.762784,0.2307692
"30047","E01030829",6,28.3,7.161964,0.3794643
"30048","E01030830",3,18.4,5.177646,0.2300195
"30049","E01030831",1,4.3,2.559513,0.2114286
"30050","E01030832",3,1,10.15352,0.2828829
"30051","E01030833",8,5.5,7.472055,0.3903654
"30052","E01030834",3,1.2,14.677,0.2579505
"30053","E01030835",3,16.8,4.733461,0.2581756
"30054","E01030836",3,30.1,6.455266,0.3846154
"30055","E01030837",2,3.6,5.345975,0.2076503
"30056","E01030838",3,1.1,9.904224,0.2149901
"30057","E01030839",2,11.7,2.65987,0.2069597
"30058","E01030840",3,48.8,9.1229,0.2272727
"30059","E01030841",1,15.4,2.291228,0.198364
"30060","E01030842",4,25.6,12.37474,0.2270742
"30061","E01030843",2,2.3,13.55552,0.2655738
"30062","E01030844",5,43,6.888249,0.1958763
"30063","E01030845",4,69.1,9.078175,0.2756539
"30064","E01030846",7,23.2,9.665617,0.1909091
"30065","E01030847",8,17.4,12.18574,0.3925501
"30066","E01030848",4,44.9,10.03249,0.2820212
"30067","E01030850",4,33.5,11.49823,0.4025218
"30068","E01030851",4,33,14.14518,0.2453761
"30069","E01030852",5,1.3,20.69274,0.298377
"30070","E01030853",3,21.5,8.571364,0.3015647
"30071","E01030854",3,11.7,6.328198,0.2686567
"30072","E01030855",3,16,4.446748,0.2191235
"30073","E01030856",3,8.7,7.993698,0.274062
"30074","E01030857",7,51,15.63724,0.2694064
"30075","E01030858",7,52.7,16.96681,0.2847302
"30076","E01030859",4,11.8,12.55311,0.3502358
"30077","E01030860",5,35.4,10.67016,0.3614973
"30078","E01030861",2,2,4.433464,0.186828
"30079","E01030862",6,0.6,12.41824,0.387921
"30080","E01030863",5,2.9,3.519642,0.2379679
"30081","E01030864",5,0.6,14.86251,0.2036697
"30082","E01030865",6,2.4,13.1626,0.3472669
"30083","E01030866",5,12.5,2.907059,0.2496025
"30084","E01030867",6,0.5,10.52726,0.2583893
"30085","E01030868",6,5.9,2.74554,0.1765914
"30086","E01030869",7,0.8,8.747674,0.2620545
"30087","E01030870",4,11.1,2.158514,0.2015504
"30088","E01030871",5,6.1,4.921433,0.2294833
"30089","E01030872",7,36.5,14.79301,0.385468
"30090","E01030873",5,32.8,5.02097,0.2911184
"30091","E01030874",3,5,5.660655,0.2524462
"30092","E01030875",7,4.6,9.731133,0.3893511
"30093","E01030876",4,1.9,1.684745,0.2364991
"30094","E01030877",5,1.4,8.949783,0.3210832
"30095","E01030878",2,2,2.157017,0.2330709
"30096","E01030879",2,0.4,11.42187,0.2331155
"30097","E01030880",4,1.4,5.32701,0.2727273
"30098","E01030881",3,4.6,1.120775,0.1893382
"30099","E01030882",3,17.7,0.6144457,0.1984586
"30100","E01030883",5,6,3.1129,0.2452107
"30101","E01030884",6,27.7,14.08673,0.3649222
"30102","E01030885",9,9,8.737186,0.601173
"30103","E01030886",4,2.1,6.96447,0.2061224
"30104","E01030887",4,31.5,1.904244,0.2495274
"30105","E01030888",5,27.2,4.391685,0.2998405
"30106","E01030889",7,32.8,9.487063,0.3328076
"30107","E01030890",6,26.3,8.331717,0.2890263
"30108","E01030891",5,38.1,3.130684,0.2135008
"30109","E01030892",5,40.2,4.322427,0.2164751
"30110","E01030893",8,22.9,14.68483,0.2715573
"30111","E01030894",2,3.4,4.103314,0.1876047
"30112","E01030895",9,35.4,15.43698,0.3578125
"30113","E01030896",9,46.9,14.65186,0.3249027
"30114","E01030897",4,29,3.635789,0.2126437
"30115","E01030898",3,22.4,1.308897,0.2124601
"30116","E01030899",4,14.7,2.751656,0.2470238
"30117","E01030900",6,5.3,5.888388,0.2255489
"30118","E01030901",9,71.3,25.78234,0.203125
"30119","E01030902",4,9.7,4.157027,0.2003745
"30120","E01030903",5,8.5,4.964765,0.280597
"30121","E01030904",5,24.6,8.375798,0.3176839
"30122","E01030905",6,11.3,10.48437,0.2623762
"30123","E01030906",3,13.3,1.354951,0.2750353
"30124","E01030907",3,6.7,1.056262,0.2080679
"30125","E01030908",4,0.8,8.535464,0.2169492
"30126","E01030909",4,1.4,6.438877,0.2364729
"30127","E01030910",3,2.6,5.304214,0.2672065
"30128","E01030911",5,35.7,5.445237,0.2330097
"30129","E01030912",8,27.6,14.7225,0.2632541
"30130","E01030913",9,50.4,20.02513,0.256917
"30131","E01030914",9,15,29.12907,0.2824859
"30132","E01030915",4,19.3,9.074829,0.235474
"30133","E01030916",4,22.1,7.590619,0.3667084
"30134","E01030917",3,12.5,4.253948,0.3571429
"30135","E01030918",7,29.1,5.64191,0.3712687
"30136","E01030919",3,19.3,2.381583,0.1976967
"30137","E01030920",6,23.7,6.664443,0.2987421
"30138","E01030921",5,27.3,11.57262,0.4568345
"30139","E01030922",3,26.7,2.785655,0.273752
"30140","E01030923",3,23.4,3.194029,0.2043011
"30141","E01030924",3,26,3.827123,0.2321429
"30142","E01030925",2,18,3.871454,0.1716287
"30143","E01030926",3,23.3,4.794252,0.3112583
"30144","E01030927",2,30.4,9.538233,0.2859848
"30145","E01030928",3,27.5,10.78959,0.4114774
"30146","E01030929",6,3,7.691315,0.2408907
"30147","E01030930",2,4.2,2.687833,0.2429907
"30148","E01030931",2,12.5,3.979921,0.3219448
"30149","E01030932",2,4.4,7.215934,0.2436548
"30150","E01030933",2,12.9,5.816586,0.3264249
"30151","E01030934",7,6.6,7.384368,0.2957746
"30152","E01030935",4,5.7,3.710172,0.2138614
"30153","E01030937",3,3.2,4.317552,0.2404288
"30154","E01030938",6,6.4,11.10421,0.3880837
"30155","E01030939",2,8.7,4.927731,0.2350427
"30156","E01030940",6,1,6.190149,0.2845417
"30157","E01030941",4,3.1,5.14547,0.192623
"30158","E01030942",3,1.1,6.437196,0.2333932
"30159","E01030943",5,28.4,11.52694,0.2412451
"30160","E01030944",1,2.3,6.49838,0.1629779
"30161","E01030945",1,9,2.82432,0.2073434
"30162","E01030946",9,18.3,20.95771,0.3476112
"30163","E01030947",4,22.5,7.826729,0.1842105
"30164","E01030948",3,52,4.953238,0.2241935
"30165","E01030949",7,28.2,11.27798,0.2737589
"30166","E01030950",3,29,7.540765,0.3140845
"30167","E01030951",2,32,10.25962,0.3993453
"30168","E01030952",9,112,33.17337,0.3289037
"30169","E01030953",2,46.3,3.325797,0.3307692
"30170","E01030954",3,34.6,9.308337,0.3340143
"30171","E01030955",2,49.9,4.401635,0.266436
"30172","E01030956",4,53,12.77607,0.2475442
"30173","E01030957",4,86.6,12.97287,0.2129817
"30174","E01030958",2,68,2.932847,0.2807882
"30175","E01030959",2,59.2,5.860532,0.3673036
"30176","E01030960",3,45.9,6.699103,0.2991914
"30177","E01030961",2,38.9,3.204982,0.1645746
"30178","E01030962",7,61.2,20.22188,0.3632812
"30179","E01030963",3,14.1,3.803102,0.1433962
"30180","E01030964",4,10.6,7.584442,0.2442645
"30181","E01030965",3,3.8,5.080528,0.1636691
"30182","E01030966",2,39.3,5.15856,0.1459566
"30183","E01030967",3,5.4,2.480955,0.2361331
"30184","E01030968",5,29.1,16.29327,0.3058161
"30185","E01030969",2,40.1,3.963455,0.2077922
"30186","E01030970",3,55.7,7.234966,0.316879
"30187","E01030971",7,28.3,19.71101,0.2428765
"30188","E01030972",6,26.7,13.22889,0.2427326
"30189","E01030973",5,16.4,15.23969,0.2564841
"30190","E01030974",6,57.8,16.25095,0.2957075
"30191","E01030975",2,6.2,8.068644,0.2364621
"30192","E01030976",3,64.5,5.912062,0.2567353
"30193","E01030977",7,34.5,8.202916,0.2438672
"30194","E01030978",3,30.5,5.847339,0.154902
"30195","E01030979",3,44.9,7.011252,0.2139423
"30196","E01030980",2,103.9,23.69113,0.2410072
"30197","E01030981",2,72.6,16.6812,0.200431
"30198","E01030982",5,58.4,16.97821,0.1912752
"30199","E01030983",4,89.2,24.12252,0.3245228
"30200","E01030984",4,40.8,16.69705,0.2175793
"30201","E01030985",9,50.7,41.22434,0.3763955
"30202","E01030986",3,7.5,3.477031,0.2160356
"30203","E01030987",3,1.6,5.168118,0.1469466
"30204","E01030988",4,34,8.563014,0.3045067
"30205","E01030989",3,30.9,6.560862,0.1953642
"30206","E01030990",2,6.7,4.084477,0.2444062
"30207","E01030991",6,57.4,9.572858,0.4791465
"30208","E01030992",5,34.6,8.221745,0.2793696
"30209","E01030993",4,86.2,11.64625,0.4021382
"30210","E01030994",4,8.9,10.42485,0.231441
"30211","E01030995",4,63.9,20.8765,0.2677596
"30212","E01030996",3,16.9,4.015651,0.1490468
"30213","E01030997",3,3.5,4.52914,0.3333333
"30214","E01030998",3,21.2,1.742942,0.1545961
"30215","E01030999",3,12.6,3.384114,0.1414141
"30216","E01031000",3,8.8,4.30198,0.2824427
"30217","E01031001",2,28.9,5.510861,0.3184282
"30218","E01031002",2,16.3,3.061442,0.2050147
"30219","E01031003",2,9.8,2.530059,0.1604938
"30220","E01031004",5,34.7,9.487514,0.3772636
"30221","E01031005",5,2.6,24.54164,0.2612457
"30222","E01031006",7,10.1,25.95955,0.2976378
"30223","E01031007",2,0.9,10.65915,0.2167689
"30224","E01031008",5,2,25.75728,0.3114187
"30225","E01031009",6,29.5,18.41944,0.2955716
"30226","E01031010",9,51.9,39.00293,0.446281
"30227","E01031011",5,13.6,9.118185,0.2119289
"30228","E01031012",8,12.5,30.13742,0.3122029
"30229","E01031013",6,28.3,10.86964,0.3119835
"30230","E01031014",4,4.1,10.80747,0.2217822
"30231","E01031015",7,2.6,34.78603,0.3143813
"30232","E01031016",5,3.7,20.1147,0.2713864
"30233","E01031017",6,1.4,14.16997,0.2137405
"30234","E01031018",5,0.7,13.94582,0.2776573
"30235","E01031019",1,3.8,8.427483,0.2020958
"30236","E01031020",1,7.8,7.921888,0.3142857
"30237","E01031021",2,13.6,17.76387,0.4120668
"30238","E01031022",1,2.3,10.57359,0.3158661
"30239","E01031023",1,0.9,9.455206,0.200313
"30240","E01031024",1,0.6,13.91119,0.2177778
"30241","E01031025",7,2,20.30497,0.2985507
"30242","E01031026",5,23.8,23.32365,0.1862416
"30243","E01031027",7,0.7,17.3707,0.2241379
"30244","E01031028",2,0.4,17.05494,0.2312746
"30245","E01031029",4,10.6,10.60329,0.2041522
"30246","E01031030",5,2.9,24.04498,0.3140244
"30247","E01031031",2,1.5,13.88923,0.2344828
"30248","E01031032",4,4.3,21.68912,0.2291667
"30249","E01031033",3,20.2,13.39907,0.2605364
"30250","E01031034",2,7.6,6.431706,0.2046936
"30251","E01031035",5,1.4,16.56197,0.200267
"30252","E01031036",5,0.9,9.162758,0.2051696
"30253","E01031037",6,4.3,23.73954,0.2899225
"30254","E01031038",3,10.7,14.09429,0.1770972
"30255","E01031039",3,47.6,10.26919,0.1539634
"30256","E01031040",3,6.5,9.975467,0.2665782
"30257","E01031041",1,14.9,8.565876,0.3055556
"30258","E01031042",1,12.6,10.25899,0.2621359
"30259","E01031043",9,23.9,54.44563,0.5651214
"30260","E01031044",7,32.9,30.16797,0.3404255
"30261","E01031045",7,44.3,18.46156,0.3433814
