lsoa11,samhi_dec,area_population_density_density_number_of_persons_per_hectare_measures_value,single_hc,Unemployment Rate
E01003449,2,58.7,0.304283604,5.3
E01003450,7,71.4,0.24958124,8.6
E01003451,7,29.1,0.22909699,5
E01003452,7,58.5,0.330024814,5.8
E01003453,5,82.4,0.306153846,6.9
E01003454,1,86.8,0.339011925,2.6
E01003455,1,74.4,0.336448598,4.1
E01003456,1,64.9,0.362818591,4.9
E01003457,1,115.2,0.226324238,3
E01003458,1,117,0.287157287,2.3
E01003459,2,110.2,0.339958159,5.3
E01003460,2,4.2,0.384388807,3.5
E01003461,1,56.7,0.337078652,2.4
E01003462,1,33.1,0.293823038,3.3
E01003463,1,23.8,0.196078431,3.3
E01003464,1,17.6,0.283636364,3.3
E01003465,1,21,0.180084746,1.9
E01003466,1,67.2,0.195325543,4
E01003467,1,41.2,0.196339434,3.3
E01003468,1,36.5,0.198412698,4.4
E01003469,2,55,0.18466899,6.6
E01003470,1,68.8,0.217462932,4.1
E01003471,2,51.6,0.281456954,5.1
E01003472,1,148,0.180873181,2.8
E01003473,1,65.9,0.20990099,2.8
E01003474,1,23.4,0.179166667,2.9
E01003475,1,35.1,0.32616179,4.5
E01003476,1,83.2,0.184647303,3.4
E01003477,1,84.3,0.211169284,2.8
E01003478,1,48.9,0.212624585,1.8
E01003479,2,49.8,0.295751634,10.1
E01003480,1,76.3,0.333836858,6.9
E01003481,2,30.3,0.318,8.4
E01003482,1,7.3,0.291384318,8.5
E01003483,4,60.7,0.24796748,10.3
E01003484,2,160.2,0.215547703,8.3
E01003485,1,103.8,0.248214286,8.2
E01003486,7,55.1,0.356043956,15.9
E01003487,6,110.3,0.294811321,13.9
E01003488,1,144.2,0.35426009,15.7
E01003489,1,147.4,0.188461538,13.2
E01003490,1,184.6,0.217068646,11.8
E01003491,1,190.8,0.307692308,10.1
E01003492,1,212,0.180970149,10.3
E01003493,1,164,0.270491803,9.3
E01003494,1,193.8,0.189147287,6.6
E01003495,1,177.8,0.193846154,7
E01003496,2,76.3,0.379018613,11.8
E01003497,5,25.2,0.278135048,11.4
E01003498,4,74.7,0.323442136,12.4
E01003499,6,133.8,0.357308585,13.9
E01003500,5,27.9,0.265027322,14.5
E01003501,4,128.7,0.255944056,12
E01003502,4,121.8,0.324364723,12.2
E01003503,7,115.9,0.374034003,17.8
E01003506,6,139.4,0.255623722,11.1
E01003507,2,148.8,0.364312268,11.1
E01003508,3,122.7,0.272072072,12.7
E01003509,3,187.2,0.337106918,11.3
E01003511,2,152,0.183628319,15.3
E01003512,4,139.9,0.300884956,9.3
E01003513,1,44.4,0.225806452,7.7
E01003514,6,85,0.265037594,12.8
E01003515,5,24.1,0.406622517,12.4
E01003516,3,137.9,0.297546012,14
E01003517,8,61,0.266115702,10
E01003518,2,88.3,0.277210884,7.4
E01003519,2,253.6,0.225206612,9.2
E01003520,1,153.7,0.22813036,9.5
E01003521,1,165.9,0.160513644,5.6
E01003522,1,244,0.174545455,9.6
E01003523,1,99.4,0.288490284,10.7
E01003524,1,229.9,0.237458194,9.9
E01003525,1,153.2,0.165703276,9.1
E01003526,1,179.9,0.245454545,11.8
E01003527,1,107.9,0.226315789,8.6
E01003528,1,174.3,0.259860789,10.9
E01003529,1,201.8,0.118927973,9.3
E01003530,1,151.4,0.134615385,9.5
E01003531,1,89.8,0.15503876,7.8
E01003532,1,178.9,0.153996101,9.1
E01003533,1,164.3,0.209543568,10
E01003534,1,174.6,0.164852255,11.2
E01003535,4,33.9,0.273722628,15.2
E01003536,1,105.4,0.217391304,10.1
E01003537,1,106.3,0.233532934,9.4
E01003538,3,119.8,0.262269939,12.4
E01003539,1,89.3,0.195301028,9.4
E01003540,2,88.3,0.220168067,12.3
E01003541,1,116.1,0.184210526,9.5
E01003542,3,147.1,0.258982036,11.6
E01003543,1,149.5,0.268235294,7.7
E01003544,1,127.8,0.254518072,10.9
E01003545,2,101.8,0.343167702,9.8
E01003546,1,166.8,0.219387755,12.3
E01003547,1,108.7,0.281831187,7
E01003548,1,102.3,0.292253521,8.3
E01003549,1,177.8,0.292405063,8.1
E01003550,2,153.7,0.274167987,9.5
E01003551,2,192.1,0.235494881,13.8
E01003552,2,161.6,0.237132353,11.4
E01003553,2,185.1,0.31787176,11.6
E01003554,1,190.3,0.261637239,6
E01003555,1,109.3,0.228,8.7
E01003556,1,138.7,0.346581876,9.7
E01003557,2,115.2,0.32718894,12.1
E01003558,2,108.4,0.272912424,12.3
E01003559,1,168.1,0.270729271,6.6
E01003560,1,231.7,0.120535714,8.5
E01003561,1,236.2,0.158004158,9.8
E01003562,1,223.8,0.149305556,11.2
E01003563,1,223.7,0.148698885,12.6
E01003564,1,225.9,0.178571429,7.9
E01003565,1,205.4,0.177419355,9.9
E01003566,1,184.2,0.228796844,9.5
E01003567,1,185.5,0.216666667,13.7
E01003568,1,209.7,0.154882155,11
E01003569,1,181.2,0.15324165,10.7
E01003570,1,201.3,0.244444444,11.7
E01003571,1,216.9,0.153583618,10.1
E01003572,1,189.7,0.141255605,10
E01003573,1,216.3,0.160516605,11.6
E01003574,1,139.4,0.255639098,9.1
E01003575,1,115.5,0.199592668,11.2
E01003576,1,138,0.370422535,13.4
E01003577,2,109.8,0.312035661,16.6
E01003578,1,23.5,0.232945092,12.8
E01003579,1,188.2,0.190380762,11
E01003580,1,82.2,0.268292683,12.8
E01003581,1,181.9,0.131687243,13
E01003582,1,188.2,0.210420842,12.2
E01003583,1,200.4,0.189239332,15.1
E01003584,1,62.8,0.24137931,11.4
E01003585,1,226.2,0.132678133,11.3
E01003586,1,117.4,0.192534381,10.9
E01003587,1,149.5,0.230862697,9.6
E01003588,1,239.4,0.162995595,12.1
E01003589,1,136.1,0.19140625,11.2
E01003590,6,61.5,0.38986014,12.5
E01003591,1,131.6,0.232488823,12.6
E01003592,2,125.9,0.23963964,8.1
E01003593,2,142.5,0.327370304,12.8
E01003594,2,149.1,0.207407407,11.8
E01003595,5,165.6,0.394148021,10.6
E01003596,1,159.1,0.270363951,9.5
E01003597,1,182.5,0.261052632,10.9
E01003598,2,264.2,0.316109422,16.1
E01003599,1,120.2,0.256147541,11.5
E01003600,3,171.9,0.349275362,12.8
E01003601,3,60.2,0.25248227,12.6
E01003602,1,166.5,0.201652893,10.1
E01003603,1,96,0.182692308,10.3
E01003604,2,106.6,0.215286624,11.2
E01003605,1,199.1,0.313535912,9.9
E01003606,1,130.8,0.234074074,10.4
E01003607,3,131.1,0.205357143,9.7
E01003608,1,222.8,0.229691877,10.6
E01003609,2,28.8,0.2731569,10.2
E01003611,2,120.3,0.352857143,14
E01003615,1,170.1,0.300155521,9.7
E01003616,1,113.4,0.332826748,9.4
E01003617,1,119,0.318223028,6.6
E01003618,1,136.7,0.269744836,5.7
E01003619,2,88.9,0.459981601,12.3
E01003621,1,248.8,0.126696833,9.8
E01003622,1,66.7,0.247983871,11.6
E01003623,2,64.6,0.159183673,12.6
E01003624,1,110.7,0.200811359,9.2
E01003625,1,53.2,0.194214876,11.7
E01003626,1,155.1,0.135714286,7.3
E01003627,1,210.1,0.168981481,10.6
E01003628,1,179.2,0.085714286,9.3
E01003629,1,256.8,0.193347193,10.8
E01003630,2,192.6,0.325581395,8.6
E01003631,1,110.6,0.312242091,9.8
E01003632,1,165.7,0.23364486,7.9
E01003633,4,194.5,0.362043796,14.3
E01003634,3,124.3,0.252491694,11.8
E01003635,1,49.1,0.209492635,6.7
E01003636,1,100.9,0.294871795,11.2
E01003637,1,195.6,0.246205734,8.5
E01003638,2,60.2,0.298305085,8.8
E01003639,1,16.9,0.293233083,8.5
E01003640,1,2.9,0.24537037,5.5
E01003641,1,64.3,0.171698113,7.4
E01003642,2,55.6,0.195571956,8.7
E01003643,1,91.6,0.236334405,6.6
E01003644,1,99.9,0.148594378,7.4
E01003645,2,103.2,0.212087912,6.7
E01003646,1,85.4,0.300699301,8.3
E01003647,1,112.1,0.214052288,7.5
E01003648,1,66.2,0.223484848,4.7
E01003649,1,88.3,0.138195777,6.3
E01003650,1,78.1,0.284482759,7.3
E01003651,1,76.3,0.206008584,7.5
E01003652,1,91.5,0.151452282,5.4
E01003653,1,71.8,0.242248062,7.3
E01003654,3,66.7,0.257048093,5.2
E01003655,1,67.3,0.292834891,5.8
E01003656,3,27.5,0.357698289,7.8
E01003657,1,48.3,0.289655172,6.6
E01003658,2,70.8,0.360515021,8.5
E01003659,1,44.2,0.238244514,5.9
E01003660,1,31.7,0.230769231,4.7
E01003661,1,92.9,0.210445469,7.8
E01003662,2,101.7,0.32388664,7.7
E01003663,4,57.7,0.314199396,8.2
E01003664,1,106.3,0.2,7.6
E01003665,1,96.1,0.166351607,5.6
E01003666,1,99.6,0.347593583,9.9
E01003668,2,73.7,0.38013245,4.8
E01003669,1,86,0.249174917,2.4
E01003670,1,61.4,0.244367418,5.9
E01003671,1,75.9,0.182971014,3.3
E01003672,5,78.1,0.430434783,7.3
E01003673,1,90.1,0.294043093,4
E01003674,3,79.6,0.382,4.5
E01003675,1,70.2,0.171428571,7.4
E01003676,1,89.1,0.151515152,7.6
E01003677,1,25.3,0.145748988,6.7
E01003678,1,59.9,0.112734864,4.4
E01003679,1,72.3,0.15010142,7.4
E01003680,1,78.8,0.098947368,5.6
E01003681,1,38.1,0.304538799,6.6
E01003682,1,61,0.139959432,5.1
E01003683,1,178.2,0.140625,11.4
E01003684,1,158.1,0.157258065,10.3
E01003685,1,159.5,0.133858268,9.2
E01003686,1,118,0.133208255,9.2
E01003688,2,134.5,0.20112782,9.5
E01003689,3,63.6,0.257874016,11.3
E01003690,2,22,0.287828947,8.8
E01003691,1,62.8,0.191283293,11.1
E01003692,1,105,0.189620758,8.1
E01003693,1,34.7,0.141531323,6.5
E01003694,1,68.5,0.216517857,6.8
E01003695,2,120.8,0.282771536,11.7
E01003696,1,97.7,0.188870152,4.8
E01003697,1,59.8,0.180894309,7.4
E01003698,2,74.6,0.192678227,4.6
E01003699,1,16.5,0.318181818,4.5
E01003700,2,34,0.282685512,6.1
E01003701,1,60.6,0.21086262,7.2
E01003702,2,52.3,0.392473118,6.2
E01003703,2,25.2,0.271694215,6.8
E01003704,2,57.6,0.276276276,9.3
E01003705,1,70.3,0.228179551,6.4
E01003706,2,82,0.264274062,8.4
E01003707,1,53.3,0.204690832,8.5
E01003708,6,33.5,0.327895595,13.4
E01003709,1,68.8,0.178947368,5.6
E01003710,1,69.1,0.224852071,5.4
E01003711,2,49.7,0.250755287,6.5
E01003712,2,80.7,0.35261194,11.3
E01003713,1,118.1,0.158004158,9.7
E01003714,1,121.7,0.172897196,8.7
E01003715,1,127.5,0.20035461,8.9
E01003716,1,49.3,0.220729367,9.2
E01003718,1,129.3,0.282539683,10.2
E01003719,2,50.9,0.218009479,12.2
E01003720,7,33.7,0.398294762,8.1
E01003721,4,90.8,0.258278146,7.7
E01003722,2,64.2,0.273913043,9.8
E01003723,5,59.8,0.305397727,8.8
E01003724,2,66.2,0.228962818,6
E01003725,3,99,0.3,9.4
E01003726,4,4,0.362095532,11
E01003727,4,74.5,0.326717557,9.2
E01003728,1,88.8,0.245679012,12.1
E01003729,1,147.8,0.218631179,13.8
E01003730,1,192.2,0.098557692,13.8
E01003731,1,104.9,0.230425056,11.3
E01003732,5,137.7,0.239864865,18.5
E01003733,1,180.3,0.17357002,10.2
E01003734,1,143.3,0.189555126,10.5
E01003735,1,115.3,0.246609125,16.1
E01003736,1,167.6,0.132631579,12.9
E01003737,1,50.6,0.215652174,5.6
E01003738,1,90.7,0.187306502,6.8
E01003739,1,73.7,0.189969605,9.2
E01003740,1,45.4,0.191626409,10.4
E01003741,1,72.8,0.292379471,7.5
E01003742,1,145.2,0.144012945,8.8
E01003743,1,102,0.141129032,9.8
E01003744,2,20.1,0.317567568,4.6
E01003745,1,29.4,0.124223602,2.7
E01003746,1,23.2,0.349470499,3.2
E01003747,1,45,0.195918367,3.4
E01003748,1,38.1,0.270979021,4.2
E01003749,1,78.4,0.3010279,4.7
E01003750,2,44.8,0.437343358,3.1
E01003751,1,32.7,0.168576105,7.2
E01003752,1,110.7,0.210023866,7.3
E01003753,1,113.6,0.229135053,8.6
E01003754,1,98.4,0.277673546,6.7
E01003755,1,91.8,0.133099825,7.4
E01003756,1,83.7,0.16,8.1
E01003757,2,87.7,0.218649518,8
E01003758,1,101.1,0.149382716,12.4
E01003759,1,64.5,0.211191336,3.5
E01003760,1,58.6,0.225416036,8.2
E01003761,3,169.5,0.339541547,16.4
E01003762,2,64.8,0.277439024,4.7
E01003763,1,26.9,0.203957382,5.1
E01003764,3,36.9,0.319760479,6.3
E01003765,2,68,0.27258567,3.5
E01003766,1,126,0.135036496,11.3
E01003767,1,92.6,0.209876543,9.1
E01003768,4,100.4,0.274165202,11.6
E01003769,1,71.6,0.217235189,12.8
E01003770,2,37.5,0.248820755,7.1
E01003771,1,84.5,0.184165232,10.4
E01003772,2,111.5,0.187022901,8.8
E01003773,1,70.7,0.236614853,8.4
E01003774,4,68.9,0.425605536,3.7
E01003775,1,52.5,0.259475219,3.6
E01003776,6,47.8,0.55472103,6.2
E01003777,5,75.2,0.400700935,4.7
E01003778,3,52.5,0.389078498,3.6
E01003779,7,94.7,0.446327684,4.6
E01003780,1,50.5,0.171597633,3.9
E01003781,2,98.9,0.30730897,9.4
E01003782,1,104.8,0.206563707,10.1
E01003783,4,94.9,0.357808858,15.8
E01003784,1,127.4,0.21978022,10.7
E01003785,1,51.6,0.285511364,11.1
E01003786,1,109.1,0.180995475,9.1
E01003787,1,113.9,0.21108742,9.1
E01003788,2,116.4,0.296124031,8.9
E01003789,3,46.7,0.3648,3.3
E01003790,5,16.6,0.296229803,5.5
E01003791,1,11.5,0.196296296,5.1
E01003792,3,18.2,0.234251969,4
E01003793,4,27.3,0.439473684,6.5
E01003794,3,41.4,0.215073529,6.6
E01003795,2,15,0.184757506,2
E01003796,2,63.6,0.280564263,4.8
E01003797,1,35,0.20458891,4.1
E01003798,3,67.6,0.367583213,4.6
E01003799,1,19.6,0.269525268,3.4
E01003800,1,61.2,0.290625,4.8
E01003801,1,41,0.29588015,2.7
E01003802,1,33.8,0.361155698,3.3
E01003803,7,72.6,0.330696203,8.6
E01003804,1,97.4,0.319010417,3.1
E01003805,1,21,0.172006745,2
E01003806,1,3.9,0.177820268,3.5
E01003807,1,97.7,0.330477356,2.9
E01003808,1,131.4,0.335435057,3.3
E01003809,1,44.2,0.248097412,2
E01003810,2,84.8,0.247960848,3.5
E01003811,1,86.8,0.2890625,2.1
E01003812,1,63.3,0.28626943,3.5
E01003813,1,51.4,0.244167963,3.3
E01003814,6,40.3,0.396052632,4.3
E01003815,1,34.7,0.351941748,3
E01003816,2,5.6,0.2296875,4
E01003817,3,4.7,0.455594002,5.5
E01003818,1,32.1,0.302571861,6.2
E01003819,7,16,0.378848728,10.2
E01003820,3,66,0.252996005,5.9
E01003821,1,51.4,0.463010204,2.7
E01003822,1,38.6,0.160852713,4
E01003823,1,3.8,0.35678392,3.6
E01003824,1,51,0.254237288,2.5
E01003825,1,51.2,0.202143951,2.9
E01003826,4,16.3,0.344736842,6.2
E01003827,1,37.6,0.36,3.2
E01003828,1,48.9,0.23968254,1.9
E01003829,6,41.9,0.310495627,7
E01003830,1,35,0.260217984,5
E01003831,1,51.1,0.315638451,4.2
E01003832,6,64.3,0.439060206,6.2
E01003833,2,70.3,0.407294833,5.6
E01003834,6,15.9,0.51145959,3.8
E01003835,1,42.2,0.204841713,2.6
E01003836,3,60.7,0.367047308,4
E01003837,1,35.2,0.325436409,3.9
E01003838,2,58.8,0.333773087,5.4
E01003839,6,81.5,0.403930131,5.5
E01003840,1,79.2,0.198214286,7.5
E01003841,3,66.5,0.367447596,8.8
E01003842,1,42.6,0.197092084,6.6
E01003843,3,61.6,0.262948207,5.1
E01003844,2,50.7,0.202531646,5
E01003845,1,39.6,0.247588424,3.8
E01003846,1,72.5,0.194267516,3.3
E01003847,1,9.9,0.454869359,3.2
E01003848,1,90.7,0.304773562,4.5
E01003849,1,76.6,0.34762634,4.5
E01003851,1,67.7,0.308248915,1.8
E01003852,2,19.7,0.411042945,4.3
E01003853,3,50.9,0.331189711,7.6
E01003854,3,100.3,0.362940276,4
E01003855,3,57.5,0.428399519,4.6
E01003856,1,127.9,0.360480641,3
E01003857,2,116.1,0.308201058,3.8
E01003858,1,100.1,0.283185841,3.6
E01003859,1,84.5,0.258320127,4.1
E01003860,1,11.2,0.339438339,3.2
E01003861,1,91.1,0.375438596,3.5
E01003862,3,65.8,0.366826156,5.3
E01003863,5,66.8,0.399061033,4.3
E01003864,1,57.3,0.363636364,6.3
E01003865,2,95.8,0.291115312,5.8
E01003866,1,103.2,0.257009346,2.5
E01003867,1,35.7,0.253472222,3.7
E01003868,1,113.4,0.289514867,3.2
E01003869,1,50,0.292929293,4.3
E01003870,1,43.8,0.241331484,3.2
E01003871,1,84.6,0.224299065,2.3
E01003872,1,45.9,0.395043732,2.4
E01003873,1,85.7,0.442352941,3
E01003874,1,112.1,0.43202033,3.3
E01003875,2,31.6,0.325991189,3
E01003876,1,33.4,0.445086705,3.3
E01003877,1,93.5,0.414364641,3.5
E01003878,5,14,0.455246914,5
E01003879,1,82.8,0.352365416,2.8
E01003880,1,63.2,0.271944923,2.5
E01003881,1,55.5,0.323170732,2
E01003882,1,83.7,0.331651955,2.6
E01003883,1,92.6,0.322966507,2.1
E01003884,1,56.7,0.345272206,3.2
E01003885,1,34.5,0.295208655,3
E01003886,1,82.9,0.252923977,3
E01003887,1,77.6,0.371356147,3.4
E01003888,6,24,0.427455357,4.8
E01003889,1,7,0.36071887,2.9
E01003890,1,70,0.316199377,3.1
E01003891,1,56.4,0.398305085,3.1
E01003892,1,48.7,0.37987013,3.3
E01003893,1,74.2,0.404479578,3.3
E01003894,1,98.9,0.364473684,4.3
E01003895,1,38.4,0.359007833,3.5
E01003896,1,53.1,0.396984925,3.4
E01003897,1,89.5,0.39740566,3.3
E01003898,1,82.4,0.314074074,2.5
E01003899,1,82.2,0.362341772,2.5
E01003900,4,21,0.291530945,6.8
E01003901,1,58.5,0.208264463,3.5
E01003902,1,80,0.230616302,3.6
E01003903,1,23.9,0.165517241,4
E01003904,1,63.5,0.344262295,4.4
E01003905,1,39.3,0.262773723,3.9
E01003906,3,77.7,0.30046225,4.9
E01003907,3,70.5,0.326894502,6
E01003908,1,62.2,0.199101796,4.3
E01003909,1,70.6,0.234323432,4.3
E01003910,1,55,0.271641791,2.9
E01003911,1,176.9,0.253369272,10.3
E01003912,4,195,0.259194396,13.7
E01003913,5,78.5,0.35625,5.7
E01003914,2,126.5,0.292243767,8.8
E01003915,2,199.2,0.355117139,11.1
E01003916,1,145.1,0.304819277,9.8
E01003917,2,159.2,0.426937738,8.5
E01003918,2,184.6,0.373660031,12.5
E01003919,3,118.6,0.334757835,7.2
E01003920,4,213.3,0.369451697,11.6
E01003921,9,122.5,0.472511144,12.5
E01003922,2,138.2,0.352009744,9.8
E01003923,2,146.2,0.328767123,9.2
E01003924,3,242.5,0.341645885,11.5
E01003925,4,151.5,0.337760911,12
E01003926,2,133,0.298148148,10
E01003927,3,84.1,0.385929648,5.2
E01003929,5,90,0.394785847,5.3
E01003930,6,138.9,0.403930131,10.9
E01003932,9,128.6,0.414746544,13.5
E01003933,6,79.2,0.305400372,7.3
E01003934,4,60.4,0.517879162,7.7
E01003935,4,95.4,0.430155211,8.2
E01003936,1,195.9,0.280797101,2.4
E01003937,2,161.8,0.341961853,5.1
E01003938,1,235,0.346835443,9.2
E01003939,1,120.8,0.357655502,5.6
E01003940,2,272.6,0.367741935,11.8
E01003941,1,202.7,0.332236842,4.9
E01003942,2,137.4,0.31372549,8.2
E01003943,2,225.2,0.327868852,8.9
E01003945,1,19.8,0.295890411,3.7
E01003946,1,38.6,0.292011019,6.9
E01003947,4,108.6,0.290849673,14.1
E01003948,2,58.5,0.382749326,5.3
E01003949,3,82.3,0.355912744,4.4
E01003950,4,77.9,0.325814536,12.2
E01003951,1,14.4,0.280210158,4.9
E01003952,2,124.1,0.265895954,5.4
E01003953,1,102.7,0.384693878,5.6
E01003954,4,158.1,0.285074627,4.9
E01003955,3,130.3,0.362530414,5.6
E01003956,2,145.9,0.275,4.9
E01003957,2,105.9,0.260504202,4.7
E01003958,2,107.6,0.297567954,5
E01003960,2,147,0.300261097,6.5
E01003961,7,170.6,0.412486065,10.5
E01003963,6,277.4,0.327794562,12.9
E01003964,5,43.5,0.298630137,9.5
E01003966,5,189.7,0.269798658,9.8
E01003967,3,288,0.233333333,16.1
E01003968,4,270.4,0.327619048,15.1
E01003969,1,65.4,0.306282723,6.9
E01003970,2,74.2,0.348877375,12
E01003971,4,284,0.213815789,18.6
E01003972,2,227.2,0.359943978,8.9
E01003973,3,186.2,0.369418133,10.3
E01003974,5,227.2,0.351738241,10.9
E01003975,4,199.3,0.323838081,9.8
E01003976,1,162.9,0.3569869,7.9
E01003977,5,129.3,0.435,10.3
E01003978,2,132.9,0.387665198,8.3
E01003979,5,106.6,0.402966625,7.9
E01003980,7,98.2,0.449822904,8.1
E01003981,3,88,0.408369408,5.3
E01003983,2,172.2,0.265753425,15.4
E01003984,3,121.2,0.384345794,10.4
E01003986,6,68.5,0.404371585,13.7
E01003987,3,129.4,0.347480106,10.2
E01003988,2,56.7,0.380846325,12
E01003989,2,79.9,0.297222222,14.1
E01003990,2,149.2,0.270481144,12.8
E01003991,6,153.1,0.425760286,9.5
E01003992,3,202.4,0.298305085,10.7
E01003993,3,199.7,0.282539683,11.8
E01003994,6,105.7,0.353697749,10.1
E01003995,7,215.6,0.498644986,11.2
E01003997,2,159.6,0.292372881,9.3
E01003998,4,142.2,0.39556962,7.7
E01003999,2,164.1,0.3089701,9.7
E01004000,5,115.9,0.381406436,8.3
E01004001,6,88.9,0.385793872,10.1
E01004002,5,47.7,0.272300469,8.4
E01004003,4,134.8,0.4,14.4
E01004004,5,127.6,0.36202058,9.1
E01004005,7,144.7,0.37414966,14.1
E01004006,6,130,0.304404145,13.1
E01004007,2,157.8,0.256880734,11.4
E01004008,2,213.2,0.297029703,15
E01004010,1,118.7,0.297836938,11.2
E01004011,1,184.9,0.215469613,12.9
E01004012,1,177.8,0.2751606,10.7
E01004013,1,158.3,0.244224422,11.8
E01004014,4,194.5,0.338028169,13.6
E01004015,2,27.2,0.362318841,4.1
E01004016,3,41.1,0.26124197,8
E01004017,2,43.5,0.256778309,5.2
E01004018,1,70.6,0.241025641,4.2
E01004019,5,169.5,0.290570175,7.5
E01004020,5,88.4,0.330136986,12.9
E01004021,3,139,0.370155039,5
E01004022,3,107,0.353403141,7.9
E01004023,6,134.7,0.406827881,9.5
E01004024,6,154.5,0.437118437,12.4
E01004027,3,68.5,0.360523666,7.3
E01004028,4,137.8,0.375876578,9.4
E01004029,1,170.4,0.304029304,4.1
E01004030,4,155.2,0.428374656,7.7
E01004031,4,48.3,0.318181818,6.1
E01004032,1,124.2,0.242296919,4.4
E01004033,5,104.5,0.404864092,10.8
E01004034,3,116.7,0.311811024,9.3
E01004035,7,72.3,0.35371179,11.3
E01004036,4,207.8,0.297766749,12
E01004037,2,131.7,0.351936219,9
E01004038,1,109,0.263043478,11.1
E01004039,2,183.2,0.303317536,8.6
E01004040,4,161.5,0.338235294,10.9
E01004041,2,216.1,0.360515021,10.5
E01004042,8,115.8,0.379265092,10.5
E01004043,5,114.3,0.353923205,7.9
E01004044,5,199.3,0.332733813,10.2
E01004045,1,243.7,0.291181364,14.2
E01004046,2,110.6,0.283382789,5.2
E01004047,2,157.6,0.283360791,11.5
E01004048,1,39.3,0.275968992,5.4
E01004049,1,155.8,0.234714004,7.8
E01004050,1,79.9,0.335889571,5
E01004051,1,91.5,0.345840131,3.1
E01004052,2,102.1,0.352130326,4.4
E01004053,1,124.5,0.350057013,3
E01004054,1,134.3,0.309462916,4.7
E01004055,4,65.6,0.28460039,11.4
E01004056,3,110.1,0.315673289,6.2
E01004057,4,61.6,0.320359281,6.5
E01004058,1,121.1,0.348538012,3.1
E01004059,1,47.4,0.290030211,2.8
E01004060,4,194.4,0.314649682,7.9
E01004061,2,83.8,0.367875648,6
E01004062,5,119.4,0.348192771,8.2
E01004063,5,111.4,0.347107438,6.2
E01004064,4,120.6,0.332920792,9.6
E01004065,4,135.8,0.2688,6.5
E01004066,3,151.4,0.295023697,8.4
E01004067,2,93.1,0.316486161,11.7
E01004068,5,109.2,0.395657419,11.2
E01004069,1,15.7,0.179074447,2.5
E01004070,1,61.7,0.268292683,4.6
E01004071,2,125.7,0.304675716,6.8
E01004072,1,61.7,0.19286872,2.8
E01004073,1,96.7,0.225543478,4.3
E01004074,1,53.3,0.185419968,3.2
E01004075,1,31.4,0.205479452,2.6
E01004076,4,4.3,0.295454545,6.4
E01004077,3,59.1,0.292527822,5
E01004078,3,50.1,0.326530612,7.2
E01004079,1,43.7,0.151329243,2.8
E01004080,1,45.1,0.205533597,4.2
E01004081,2,88.5,0.282926829,4.9
E01004082,1,80.1,0.171370968,4
E01004083,9,57.8,0.406862745,10.2
E01004084,2,28.8,0.146825397,4.6
E01004085,2,19.7,0.211340206,4.6
E01004086,3,28.9,0.214527027,5.2
E01004087,2,40.9,0.174329502,4.5
E01004088,9,38.8,0.372442019,13.8
E01004089,8,115,0.355191257,9.4
E01004090,9,63,0.425925926,11
E01004091,2,34.3,0.143459916,3.3
E01004092,1,22.1,0.271794872,3.4
E01004093,2,37.8,0.232441472,3.5
E01004094,2,60.4,0.354278075,2.6
E01004095,4,52.1,0.288188976,4.1
E01004096,5,92.7,0.477513228,3.5
E01004097,1,61.6,0.208,4
E01004098,2,56.2,0.30952381,4.3
E01004099,8,37.1,0.393811533,4.6
E01004100,5,38.5,0.231343284,3.9
E01004101,3,60.8,0.207156309,4.8
E01004102,5,35.1,0.294964029,5.5
E01004103,2,89.8,0.370572207,5.3
E01004104,1,41.5,0.161524501,3.4
E01004105,1,47.3,0.15301391,4.2
E01004106,1,18.8,0.084291188,2.4
E01004107,3,63.2,0.284329564,5
E01004108,2,3.7,0.194957983,3.3
E01004109,3,24,0.246081505,5.7
E01004110,4,58.9,0.320253165,5.6
E01004111,2,31.7,0.266435986,3.2
E01004112,3,31.2,0.26497006,2.3
E01004114,2,11.2,0.144537815,2.6
E01004115,2,67.4,0.227409639,3.1
E01004116,2,49.8,0.35,4
E01004117,1,57.4,0.141732283,2.4
E01004118,2,61.8,0.312406577,4.4
E01004119,1,55.4,0.175889328,3.9
E01004120,1,53.3,0.173674589,2.4
E01004121,1,61.8,0.28708134,5.1
E01004122,1,52.9,0.224371373,4.2
E01004123,7,52.2,0.297136038,9.2
E01004124,6,99.3,0.218320611,9.3
E01004125,7,114.1,0.322222222,6.1
E01004126,7,117.2,0.218085106,7
E01004127,6,79.8,0.26031746,5.8
E01004128,6,87.2,0.268939394,6.5
E01004129,9,66.9,0.369333333,9.8
E01004130,7,23.6,0.305900621,5
E01004131,2,79.5,0.252854812,3.8
E01004132,1,89.8,0.151750973,3.3
E01004133,1,78.9,0.157598499,2.5
E01004134,7,65.5,0.241441441,3.9
E01004135,5,52.3,0.166344294,3.9
E01004136,4,64.3,0.172727273,2.2
E01004137,3,65.5,0.424639581,5.6
E01004138,4,91.9,0.344332855,6.9
E01004139,5,88.5,0.342857143,5.8
E01004140,9,114.1,0.501340483,8.6
E01004141,7,129.3,0.414364641,7.1
E01004142,7,53.1,0.462927757,7.8
E01004143,3,122.8,0.311501597,6.9
E01004144,2,40,0.218009479,4.2
E01004145,5,46.5,0.207379135,4.6
E01004146,4,79.8,0.304664723,4.4
E01004147,4,55.3,0.235489221,4.7
E01004148,6,67.8,0.284603421,6.4
E01004149,2,62.4,0.382533825,6.7
